eval_date,eval_year,province_reg,n_children,dose1,dose2,dose3,dose1_on_schedule,dose2_on_schedule,dose3_on_schedule,dose_1_cov,dose_2_cov,dose_3_cov,dose_1_on_schedule_cov,dose_2_on_schedule_cov,dose_3_on_schedule_cov
2020-12-31,2020,Quảng Trị,84516,68685,66095,63989,48394,35772,3205,0.8126863552463439,0.7820412702920158,0.757122911638033,0.572601637559752,0.4232571347437172,0.0379218136210895
2021-12-31,2021,Quảng Trị,85699,70467,64692,60165,46311,33630,3281,0.8222616366585375,0.7548746193071098,0.7020501989521465,0.5403913697942799,0.3924199815633788,0.03828516085368557
2022-12-31,2022,Quảng Trị,78077,67333,61046,56868,42847,31321,3428,0.8623922538007351,0.7818691804244527,0.728357903095662,0.548778769676089,0.4011552697977637,0.043905375462684276
2023-12-31,2023,Quảng Trị,62272,53363,47740,44026,31798,22625,2581,0.8569340955806783,0.766636690647482,0.7069951181911613,0.5106307810894142,0.3633254110996917,0.04144719938335046
2019-12-31,2019,Sóc Trăng,161996,121738,111122,94010,62855,39752,5672,0.7514876910541001,0.6859552087705869,0.580322970937554,0.388003407491543,0.24538877503148226,0.03501321020272106
2020-12-31,2020,Sóc Trăng,160590,122623,112176,95563,61630,38629,5647,0.7635780559187995,0.6985241920418457,0.5950744131016875,0.38377233949810075,0.24054424310355563,0.035164082445980446
2021-12-31,2021,Sóc Trăng,155968,115764,104126,88509,57264,36106,5570,0.7422291752154289,0.667611304883053,0.5674817911366434,0.3671522363561756,0.23149620434961019,0.03571245383668445
2022-12-31,2022,Sóc Trăng,140936,106014,95228,81839,50806,31945,5420,0.7522137707895783,0.6756825793267867,0.5806820116932508,0.36048986774138614,0.22666316625986263,0.038457172049724694
2023-12-31,2023,Sóc Trăng,112696,83908,74702,64237,39266,24468,4489,0.7445517143465606,0.6628629232625826,0.5700024845602328,0.34842407893802796,0.21711507063249805,0.03983282459004756
2019-12-31,2019,Sơn La,101230,91991,87926,84024,63325,45780,6535,0.908732589153413,0.8685765089400376,0.830030623333004,0.6255556653166058,0.45223747900819916,0.06455596167144127
2020-12-31,2020,Sơn La,78635,71237,67607,63868,48464,34365,4829,0.9059197558339162,0.8597571056145482,0.812208304190246,0.6163158898709226,0.4370191390602149,0.06141031347364405
2021-12-31,2021,Sơn La,50180,43655,40177,36587,29483,20548,2688,0.8699681147867676,0.8006576325229176,0.729115185332802,0.5875448385811081,0.40948585093662815,0.053567158230370664
2022-12-31,2022,Sơn La,23653,17715,14531,11384,11321,7299,969,0.7489536211051452,0.6143406756014036,0.48129201369805097,0.47862850378387517,0.308586648628081,0.040967319156132415
2023-12-31,2023,Sơn La,53,28,23,21,28,23,21,0.5283018867924528,0.4339622641509434,0.39622641509433965,0.5283018867924528,0.4339622641509434,0.39622641509433965
2019-12-31,2019,Thanh Hóa,307654,217000,199243,181730,129032,90237,9965,0.7053378145579124,0.6476203787371527,0.5906960416571864,0.4194062160739012,0.2933067666924532,0.03239028259018248
2020-12-31,2020,Thanh Hóa,333983,276588,259373,244040,173611,123136,15630,0.8281499357751742,0.7766053960830341,0.7306958737420767,0.519819871071282,0.3686894243120159,0.0467987891599273
2021-12-31,2021,Thanh Hóa,383589,329906,311401,295473,215575,156810,22296,0.8600507313817654,0.8118089934800007,0.7702853835746072,0.5619947391609248,0.40879691544856606,0.05812471160539014
2022-12-31,2022,Thanh Hóa,391792,349998,334227,318959,234728,173202,26281,0.8933260505574386,0.8530725486993098,0.8141028913300935,0.5991138154939356,0.44207640788990077,0.06707896026463021
2023-12-31,2023,Thanh Hóa,321854,285832,272567,258805,185474,135856,22946,0.8880796883058778,0.8468653488848982,0.8041068310476178,0.5762675001708849,0.42210443244452456,0.07129319505117226
2019-12-31,2019,Hồ Chí Minh,754492,412395,188595,53292,89237,33192,5452,0.5465863123797204,0.24996288893719218,0.07063295568408942,0.11827428256363222,0.04399251416847362,0.007226054086723252
2020-12-31,2020,Hồ Chí Minh,789321,568284,323943,137854,163805,88614,27070,0.719965641355038,0.41040717274720934,0.1746488437530485,0.20752646895242874,0.11226611226611227,0.034295299377566285
2021-12-31,2021,Hồ Chí Minh,738696,592257,384291,217634,216684,139786,51037,0.8017601286591507,0.5202288898274797,0.2946191667478909,0.2933331167354365,0.18923346004310299,0.06909066787961489
2022-12-31,2022,Hồ Chí Minh,637422,545602,391694,263111,240598,172788,68848,0.8559510026324789,0.6144971463175102,0.41277364132395805,0.3774548101571643,0.27107316659920744,0.10801007809582977
2023-12-31,2023,Hồ Chí Minh,494517,438007,335386,244543,219784,165680,67726,0.8857268809767915,0.6782092425538455,0.4945087833178637,0.4444417482108805,0.33503398265378137,0.13695383576297682
2019-12-31,2019,Thái Bình,180662,138129,129280,121071,97721,73331,5577,0.7645714095936057,0.7155904396054511,0.6701519965460363,0.5409051156302931,0.40590162845534755,0.03086980106497216
2020-12-31,2020,Thái Bình,196654,167326,158186,150073,122314,93238,8516,0.8508649709642316,0.8043874012224517,0.763132201735027,0.621975652669155,0.47412206209891483,0.04330448401761469
2021-12-31,2021,Thái Bình,194850,165441,156291,148150,122355,95039,11402,0.8490685142417244,0.8021093148575827,0.760328457788042,0.6279445727482679,0.48775468308955605,0.05851680780087246
2022-12-31,2022,Thái Bình,179098,152887,144783,137186,112649,88245,12868,0.8536499570067784,0.808400987169036,0.7659828697137879,0.6289796647645424,0.4927190700063652,0.07184893186970262
2023-12-31,2023,Thái Bình,144765,122441,115559,108754,87751,68543,11400,0.8457914551169137,0.7982523399993092,0.7512451214036542,0.6061617103581667,0.4734777052464339,0.07874831623665941
2019-12-31,2019,Thái Nguyên,114071,82143,79038,76543,64209,47957,4203,0.7201041456636657,0.6928842562965171,0.6710119136327375,0.5628862725846183,0.42041360205486056,0.03684547343321265
2020-12-31,2020,Thái Nguyên,129291,80680,77613,75104,63056,47083,4138,0.6240186865288381,0.600297004431863,0.5808911679853973,0.48770602748837893,0.36416301211994645,0.032005321329404215
2021-12-31,2021,Thái Nguyên,125079,78217,62727,56550,51499,37757,3847,0.6253407846241176,0.5014990525987576,0.4521142637852877,0.4117317855115567,0.3018652211802141,0.03075656185290896
2022-12-31,2022,Thái Nguyên,112834,76778,53795,47502,44208,32958,4681,0.6804509279117996,0.4767623234131556,0.4209901270893525,0.3917967988372299,0.29209280890511724,0.04148572238864172
2023-12-31,2023,Thái Nguyên,87908,52787,30186,24261,25043,18503,3375,0.6004800473222005,0.3433817172498521,0.27598170814942896,0.2848773717977886,0.21048141238567594,0.038392410247076486
2019-12-31,2019,Thừa Thiên Huế,137754,106128,97516,89538,64714,43079,4405,0.7704168300013067,0.707899589122639,0.649984755433599,0.46977946193939923,0.312724131422681,0.03197729285537988
2020-12-31,2020,Thừa Thiên Huế,159265,128646,119211,110976,77595,50956,5467,0.807748092801306,0.748507204972844,0.6968009292688286,0.48720685649703327,0.31994474617775404,0.03432643707029165
2021-12-31,2021,Thừa Thiên Huế,159599,126817,117343,109210,76738,50869,6330,0.7945977105119706,0.7352364363185233,0.6842774704102156,0.48081754898213647,0.31873006723099767,0.03966190264350027
2022-12-31,2022,Thừa Thiên Huế,146025,116555,108425,100824,70565,47249,6840,0.7981852422530389,0.7425098442047594,0.690457113507961,0.4832391713747646,0.32356788221195,0.04684129429892142
2023-12-31,2023,Thừa Thiên Huế,118555,93263,86512,80041,54501,35921,5718,0.7866644173590317,0.7297203829446248,0.6751381215469613,0.45971068280544897,0.30299017333726963,0.048230778963350346
2019-12-31,2019,Tiền Giang,165210,126246,115446,90981,66373,41930,4708,0.7641547121844925,0.6987833666242963,0.550699110223352,0.4017492887839719,0.25379819623509475,0.02849706434235216
2020-12-31,2020,Tiền Giang,183373,152093,140820,113384,82578,52405,6477,0.8294187257666069,0.7679429359829418,0.6183243989027829,0.45032801993750443,0.28578362136192353,0.03532144863202325
2021-12-31,2021,Tiền Giang,181439,146556,133049,107822,77615,49534,6820,0.8077425470819394,0.7332987946362138,0.5942603299180441,0.42777462397830673,0.273006354752837,0.03758839058857247
2022-12-31,2022,Tiền Giang,163353,136644,123084,95790,71241,45355,6882,0.8364951975170337,0.7534847844851335,0.5863987805549944,0.43611687572312724,0.2776502421137047,0.04212962112725203
2023-12-31,2023,Tiền Giang,132883,109805,97961,74856,57545,36751,5991,0.8263284242529142,0.7371973841650173,0.563322622156333,0.4330501268032781,0.2765666037040103,0.04508477382358917
2019-12-31,2019,Trà Vinh,115470,82244,76167,66479,44240,28579,3296,0.7122542651771023,0.6596258768511302,0.5757252966138391,0.3831298172685546,0.24750151554516325,0.0285442106174764
2020-12-31,2020,Trà Vinh,130030,99486,91710,80625,53115,34380,3995,0.7651003614550488,0.7052987772052604,0.6200492194109052,0.4084826578481889,0.2644005229562409,0.03072367915096516
2021-12-31,2021,Trà Vinh,126697,94620,85913,75944,49637,32014,4050,0.7468211559863296,0.6780981396560297,0.5994143507738936,0.3917772322943716,0.2526815946707499,0.031966029187747144
2022-12-31,2022,Trà Vinh,113167,87443,79259,70489,43154,27501,3890,0.7726899184391209,0.7003720165772708,0.6228759267277564,0.3813302464499368,0.24301253899104863,0.034373978279887245
2023-12-31,2023,Trà Vinh,90507,69542,62324,54616,32259,20249,3064,0.7683604583070923,0.6886097207950767,0.6034450374004221,0.35642546985316054,0.22372855138276598,0.033853735070215565
2019-12-31,2019,Tuyên Quang,85107,71340,67964,64539,46351,32837,3364,0.83823892276781,0.7985712103587249,0.7583277521237971,0.5446203015028142,0.3858319527183428,0.039526713431327624
2020-12-31,2020,Tuyên Quang,100724,85319,81686,78554,56213,39744,4188,0.8470573051109964,0.8109884436678448,0.7798935705492236,0.5580894325086375,0.39458321750526193,0.04157896826972717
2021-12-31,2021,Tuyên Quang,98867,82468,78392,75070,54099,38403,4351,0.8341307008405231,0.7929035977626508,0.759302901878281,0.547189658834596,0.3884309223502281,0.04400861763783669
2022-12-31,2022,Tuyên Quang,89606,74653,70838,67473,47668,33619,4164,0.8331250139499587,0.7905497399727697,0.7529964511305046,0.5319733053590161,0.37518692944668885,0.04647010244849675
2023-12-31,2023,Tuyên Quang,72268,58677,55259,52183,36111,25181,3305,0.8119361266397299,0.7646399512924116,0.7220761609564399,0.4996817401892954,0.3484391431892401,0.045732551059943546
2019-12-31,2019,Tây Ninh,115391,82891,74097,62512,46249,30704,4385,0.7183489180265359,0.6421384683380853,0.5417406903484674,0.40080248892894593,0.26608660987425364,0.03800123059857355
2020-12-31,2020,Tây Ninh,133190,101129,90603,76353,57370,38686,5973,0.7592837300097605,0.6802537728057662,0.573263758540431,0.4307380433966514,0.29045724153464975,0.04484570913732262
2021-12-31,2021,Tây Ninh,132299,96895,85292,72337,54375,36825,6244,0.7323940468181921,0.6446911919213297,0.5467690609906348,0.4110008390086093,0.2783467751078995,0.04719612393139782
2022-12-31,2022,Tây Ninh,119534,86716,76012,62746,48237,32979,6166,0.72545049943949,0.6359027557013067,0.5249217795773587,0.4035420884434554,0.2758963976776482,0.051583649840212825
2023-12-31,2023,Tây Ninh,96607,67622,58629,47283,36679,25162,5162,0.699969981471322,0.6068814889190224,0.48943658327036343,0.37967228047657003,0.2604573167575849,0.05343298104692207
2019-12-31,2019,Vĩnh Long,105386,72359,67156,58193,42490,27908,3267,0.6866092270320536,0.6372383428538895,0.5521890953257549,0.4031844837075133,0.26481695860930293,0.031000322623498378
2020-12-31,2020,Vĩnh Long,110908,86470,80774,71711,51358,34073,4362,0.7796552097233743,0.7282973275146969,0.6465809499765571,0.4630684891982544,0.30721859559274356,0.03932989504814802
2021-12-31,2021,Vĩnh Long,108124,83470,77551,69413,50382,34185,4863,0.7719840183493026,0.7172413155266176,0.6419758795457068,0.46596500314453776,0.3161647737782546,0.044976138507639374
2022-12-31,2022,Vĩnh Long,96905,76900,71694,64499,46441,31822,5132,0.7935607037820546,0.7398379856560549,0.6655900108353542,0.47924255714359426,0.32838346834528664,0.05295908363861514
2023-12-31,2023,Vĩnh Long,77512,61655,57264,51323,36524,24896,4485,0.7954252244813707,0.7387759314686758,0.6621297347507483,0.47120445866446486,0.32118897719062856,0.057862008463205696
2019-12-31,2019,Vĩnh Phúc,96458,82966,78798,74355,59214,43711,5123,0.8601256505422049,0.8169151340479794,0.7708536357793029,0.613883762881254,0.45316096124738225,0.05311119865641004
2020-12-31,2020,Vĩnh Phúc,115940,103362,99170,94961,76468,57386,7747,0.8915128514749008,0.8553562187338278,0.8190529584267725,0.6595480420907366,0.49496291185095737,0.06681904433327583
2021-12-31,2021,Vĩnh Phúc,129607,117232,113147,109058,89216,68314,10656,0.90451904603918,0.8730006866913053,0.8414514648128574,0.6883578819045267,0.5270857283942997,0.08221778144698974
2022-12-31,2022,Vĩnh Phúc,128364,118648,115381,111485,91441,70952,12197,0.9243089962917952,0.8988579352466424,0.8685067464398117,0.7123570471471752,0.5527406437942102,0.09501885263781122
2023-12-31,2023,Vĩnh Phúc,103627,94804,91851,88217,71184,54701,10706,0.9148580968280468,0.8863616625010856,0.85129358178853,0.6869252221911278,0.5278643596746022,0.10331284317793625
2019-12-31,2019,Yên Bái,86898,76657,73978,68735,42388,27935,2712,0.8821491864024489,0.8513199383184883,0.7909848327924693,0.487790282860365,0.3214688485350641,0.03120900365946282
2020-12-31,2020,Yên Bái,100054,91933,89067,82656,51533,34245,3456,0.9188338297319447,0.8901892977791992,0.8261138984948128,0.5150518719891258,0.34226517680452556,0.03454134767225698
2021-12-31,2021,Yên Bái,97169,89123,86772,82440,50925,34224,3798,0.9171958134796077,0.8930008541818892,0.8484187343700151,0.5240869001430497,0.35221109613148227,0.039086539945867506
2022-12-31,2022,Yên Bái,88227,82073,79912,75969,46997,31736,3940,0.9302481099890056,0.9057544742539132,0.8610629399163522,0.532682738844118,0.35970847926371746,0.044657531141260615
2023-12-31,2023,Yên Bái,70814,65180,63208,59827,36039,24124,3185,0.9204394611235066,0.8925918603665942,0.8448470641398593,0.5089247888835541,0.34066709972604287,0.044976981952721214
2019-12-31,2019,Điện Biên,80891,64961,61367,58835,34089,22571,2960,0.8030683265134564,0.758638167410466,0.7273367865399117,0.42141894648353956,0.27902980554078943,0.03659245157063209
2020-12-31,2020,Điện Biên,76162,69526,67358,66235,37031,24623,3271,0.9128699351382579,0.8844042961056695,0.8696594102045639,0.4862135973320028,0.32329770751818493,0.04294792678763688
2021-12-31,2021,Điện Biên,60598,56435,54768,53834,29587,19817,2566,0.9313013630812899,0.9037922043631803,0.8883791544275389,0.488250437308162,0.3270239941912274,0.042344631836034194
2022-12-31,2022,Điện Biên,45210,42381,41116,40305,20822,13734,1862,0.9374253483742535,0.9094448130944481,0.891506303915063,0.46056182260561823,0.3037823490378235,0.041185578411855786
2023-12-31,2023,Điện Biên,29991,28038,27192,26583,12027,7624,1059,0.9348804641392418,0.9066720016004801,0.8863659097729318,0.40102030609182754,0.254209596212197,0.03531059317795339
2019-12-31,2019,Đà Nẵng,113912,76039,65018,58117,46743,32731,5054,0.6675240536554533,0.5707739307535642,0.5101920780953718,0.4103430718449329,0.2873358381908842,0.044367581993117494
2020-12-31,2020,Đà Nẵng,124877,95414,83908,75813,61671,44250,8795,0.7640638388173964,0.6719251743715816,0.6071013877655613,0.49385395228905243,0.35434867910023465,0.07042930243359466
2021-12-31,2021,Đà Nẵng,132085,105830,95961,87197,71236,52310,12302,0.8012264829465874,0.7265094446757769,0.6601582314418746,0.5393193776734678,0.3960328576295567,0.09313699511678086
2022-12-31,2022,Đà Nẵng,127292,105241,96772,88468,72951,55246,14468,0.8267683750746315,0.7602363070735003,0.6950004713571944,0.5730996449109135,0.434009992772523,0.11365993149608773
2023-12-31,2023,Đà Nẵng,101694,84697,77607,70037,57756,43892,13299,0.8328613290852951,0.7631423682813145,0.6887033649969516,0.567939111452003,0.43160855114362695,0.13077467697209275
2019-12-31,2019,Đắk Lắk,259575,185085,152720,100390,58527,30637,4145,0.7130309159202542,0.5883463353558702,0.3867475681402292,0.22547240681883848,0.11802754502552248,0.015968409900799382
2020-12-31,2020,Đắk Lắk,293219,224610,189438,133060,72851,39552,5780,0.7660144806441601,0.6460631814445857,0.45379051152892547,0.24845252183521532,0.13488893966625629,0.01971222874370351
2021-12-31,2021,Đắk Lắk,286199,214989,178569,123636,71273,38812,6135,0.7511871110660764,0.6239329976694538,0.43199312366570114,0.24903301548922255,0.13561193435336952,0.021436133599348706
2022-12-31,2022,Đắk Lắk,256886,193071,157634,106210,64909,35758,6006,0.7515824139890847,0.613634063358844,0.41345188137928884,0.2526762844218836,0.1391979321566765,0.023380020709575455
2023-12-31,2023,Đắk Lắk,205611,152466,122545,80972,50201,27452,4969,0.7415264747508645,0.5960041048387489,0.39381161513732243,0.24415522515818705,0.1335142575056782,0.02416699495649552
2019-12-31,2019,Đắk Nông,91988,68494,63586,57375,32638,20379,2282,0.7445971213636561,0.6912423359568639,0.6237226594773231,0.3548071487585337,0.22153976605644216,0.024807583597860592
2020-12-31,2020,Đắk Nông,97464,82670,77076,69884,39849,25281,2965,0.8482106213576295,0.7908150701797587,0.7170237215792498,0.40885865550357053,0.2593880817532627,0.030421488960026267
2021-12-31,2021,Đắk Nông,91898,79463,74556,68848,40100,26226,3455,0.8646869355154628,0.8112907789070491,0.7491784369627196,0.43635334827743805,0.2853816187512242,0.03759603038150994
2022-12-31,2022,Đắk Nông,81318,71470,67352,62824,37445,25240,3674,0.8788952015543914,0.8282545069972208,0.7725718783049264,0.460476155340761,0.3103863843183551,0.04518064881084139
2023-12-31,2023,Đắk Nông,64103,56183,52809,49138,29538,20016,3118,0.876448840147887,0.8238147980593732,0.7665475874764052,0.46078966663026694,0.3122474767171583,0.04864046924480914
2019-12-31,2019,Đồng Nai,372499,264193,195444,99532,77539,37673,4914,0.7092448570331732,0.5246832877403698,0.26720071731736195,0.20815894807771296,0.1011358419754147,0.013191981723440868
2020-12-31,2020,Đồng Nai,419684,319037,241476,127583,97398,48964,7219,0.7601838526129183,0.5753757589043185,0.30399776975057424,0.23207460851497794,0.11666873171243126,0.017201036970673173
2021-12-31,2021,Đồng Nai,410562,310534,231598,121095,95593,48028,7666,0.7563632289398434,0.5640999410564056,0.2949493620939103,0.23283450489816399,0.11698111369293797,0.01867196671879034
2022-12-31,2022,Đồng Nai,362538,284104,204095,104156,85008,42116,7292,0.7836530239588677,0.5629616757415774,0.28729677992375974,0.23448024758783906,0.11616989115623741,0.02011375359272683
2023-12-31,2023,Đồng Nai,285315,223318,157526,78697,68809,34078,6546,0.7827068327988363,0.5521125773268142,0.2758249653891313,0.2411685330249023,0.11943991728440495,0.022943062930445297
2019-12-31,2019,Đồng Tháp,175712,124601,112138,89194,60979,37978,4960,0.7091206064469131,0.6381920415224913,0.5076147331997815,0.3470394736842105,0.21613777089783281,0.028228009470041886
2020-12-31,2020,Đồng Tháp,194562,148965,133121,104392,70500,43506,5923,0.7656428285071083,0.684208632723759,0.536548760806324,0.36235236068708176,0.2236099546674068,0.030442738047511846
2021-12-31,2021,Đồng Tháp,187053,138289,123048,98305,66684,41434,6058,0.7393038336728093,0.6578242530191978,0.5255462355589058,0.35649789097207746,0.2215094117709954,0.03238654285149129
2022-12-31,2022,Đồng Tháp,167049,129397,113795,88563,59233,36824,5924,0.7746050560015325,0.6812073104298739,0.5301618088105885,0.35458458296667444,0.22043831450652204,0.03546264868391909
2023-12-31,2023,Đồng Tháp,132745,102172,88499,66564,43929,26515,4852,0.7696862405363667,0.6666842442276545,0.5014426155410749,0.3309277185581378,0.1997438698256055,0.03655128253418208
